53,53,53,53,53,0,8
61,61,61,61,61,0,8
69,69,69,69,69,0,8
77,77,77,77,77,0,8
85,85,85,85,85,0,8
93,93,93,93,93,0,8
101,101,101,101,101,0,8
109,109,109,109,109,0,8
117,117,117,117,117,0,8
125,125,125,125,125,0,8
133,133,133,133,133,0,8
141,141,141,141,141,0,8
149,149,149,149,149,0,8
157,157,157,157,157,0,8
165,165,165,165,165,0,8
173,173,173,173,173,0,8
181,181,181,181,181,0,8
189,189,189,189,189,0,8
197,197,197,197,197,0,8
205,205,205,205,205,0,8
213,213,213,213,213,0,8
221,221,221,221,221,0,8
229,229,229,229,229,0,8
237,237,237,237,237,0,8
245,245,245,245,245,0,8
253,253,253,253,253,0,8
261,261,261,261,261,0,8
269,269,269,269,269,0,8
277,277,277,277,277,0,8
285,285,285,285,285,0,8
293,293,293,293,293,0,8
301,301,301,301,301,0,8
309,309,309,309,309,0,8
317,317,317,317,317,0,8
325,325,325,325,325,0,8
333,333,333,333,333,0,8
341,341,341,341,341,0,8
349,349,349,349,349,0,8
357,357,357,357,357,0,8
365,365,365,365,365,0,8
373,373,373,373,373,0,8
381,381,381,381,381,0,8
389,389,389,389,389,0,8
397,397,397,397,397,0,8
405,405,405,405,405,0,8
413,413,413,413,413,0,8
421,421,421,421,421,0,8
429,429,429,429,429,0,8
437,437,437,437,437,0,8
445,445,445,445,445,0,8
453,453,453,453,453,0,8
461,461,461,461,461,0,8
469,469,469,469,469,0,8
477,477,477,477,477,0,8
485,485,485,485,485,0,8
493,493,493,493,493,0,8
501,501,501,501,501,0,8
509,509,509,509,509,0,8
517,517,517,517,517,0,8
525,525,525,525,525,0,8
533,533,533,533,533,0,8
541,541,541,541,541,0,8
549,549,549,549,549,0,8
557,557,557,557,557,0,8
565,565,565,565,565,0,8
573,573,573,573,573,0,8
581,581,581,581,581,0,8
589,589,589,589,589,0,8
597,597,597,597,597,0,8
605,605,605,605,605,0,8
613,613,613,613,613,0,8
621,621,621,621,621,0,8
629,629,629,629,629,0,8
637,637,637,637,637,0,8
645,645,645,645,645,0,8
653,653,653,653,653,0,8
661,661,661,661,661,0,8
669,669,669,669,669,0,8
677,677,677,677,677,0,8
685,685,685,685,685,0,8
693,693,693,693,693,0,8
701,701,701,701,701,0,8
709,709,709,709,709,0,8
